"event","type","date","facility","remote_facility","trapsite","plant_location","adult_count","male_count","female_count","jack_count","non_viable_female_count","egg_take_count","species","run","stock","origin","adult_mark_type_id","brood_year","cwt_method_checked_lut_id","cwt_checked_ind","cwt_reason_not_checked_lut","cwt_reason_not_checked_txt","cwt_present_ind","cwt_collected_ind","cwt_reason_not_collected","cwt_reason_uncollected_lut","tagged_males","tagged_females","tagged_jacks"
"EggTake","","1996-10-21T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","0","0","52200","Chinook","Fall","Issaquah Creek","HATCHERY",,"1996",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1996-10-21T00:00:00.000","ISSAQUAH HATCHERY","","","","0","17","51","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1996-10-29T00:00:00.000","ISSAQUAH HATCHERY","","","","0","326","308","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1996-10-29T00:00:00.000","ISSAQUAH HATCHERY","","","","0","116","116","494","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1996-10-29T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","0","0","500000","Coho","NA","Issaquah Creek","HATCHERY",,"1996",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1996-10-29T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1996-11-04T00:00:00.000","ISSAQUAH HATCHERY","","","","0","3","3","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1996-11-04T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","120","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1996-11-04T00:00:00.000","ISSAQUAH HATCHERY","","","","0","1","2","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1996-11-04T00:00:00.000","ISSAQUAH HATCHERY","","","","0","125","225","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1996-11-04T00:00:00.000","ISSAQUAH HATCHERY","","","","0","274","250","0","9","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1996-11-04T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","0","0","420000","Coho","NA","Issaquah Creek","HATCHERY",,"1996",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1996-11-04T00:00:00.000","ISSAQUAH HATCHERY","","","","0","27","25","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1996-11-06T00:00:00.000","ISSAQUAH HATCHERY","","","","0","25","27","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1996-11-06T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","0","0","1071000","Coho","NA","Issaquah Creek","HATCHERY",,"1996",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1996-11-06T00:00:00.000","ISSAQUAH HATCHERY","","","","0","69","140","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1996-11-06T00:00:00.000","ISSAQUAH HATCHERY","","","","0","4","4","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1996-11-06T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1996-11-06T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","368","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1996-11-06T00:00:00.000","ISSAQUAH HATCHERY","","","","0","617","279","0","20","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1996-11-06T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","300","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1996-11-07T00:00:00.000","ISSAQUAH HATCHERY","","","","0","2","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1996-11-07T00:00:00.000","ISSAQUAH HATCHERY","","","","0","486","472","0","3","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1996-11-07T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","291","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1996-11-07T00:00:00.000","ISSAQUAH HATCHERY","","","","0","1","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1996-11-07T00:00:00.000","ISSAQUAH HATCHERY","","","","0","55","74","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1996-11-07T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","0","0","750000","Coho","NA","Issaquah Creek","HATCHERY",,"1996",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1996-11-12T00:00:00.000","ISSAQUAH HATCHERY","","","","0","46","75","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1996-11-12T00:00:00.000","ISSAQUAH HATCHERY","","","","0","550","528","0","10","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1996-11-12T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","183","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1996-11-12T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","0","0","918000","Coho","NA","Issaquah Creek","HATCHERY",,"1996",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1996-11-12T00:00:00.000","ISSAQUAH HATCHERY","","","","0","2","2","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1996-11-13T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","5","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1996-11-13T00:00:00.000","ISSAQUAH HATCHERY","","","","0","342","328","0","10","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1996-11-13T00:00:00.000","ISSAQUAH HATCHERY","","","","0","8","8","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1996-11-13T00:00:00.000","ISSAQUAH HATCHERY","","","","0","0","0","0","0","514800","Coho","NA","Issaquah Creek","HATCHERY",,"1996",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1996-11-13T00:00:00.000","ISSAQUAH HATCHERY","","","","0","3","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1996-11-13T00:00:00.000","ISSAQUAH HATCHERY","","","","0","1120","1371","103","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1996",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1997-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","1210000","Chinook","Fall","Issaquah Creek","HATCHERY",,"1997",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1997-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","12","12","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1997-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","279","261","0","6","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1997-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","18","26","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1997-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","199","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","3000","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","1800","0","0","125","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1997-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","684","640","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1997-09-30T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","250","250","100","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1997-10-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","11","66","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1997-10-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","145000","Chinook","Fall","Issaquah Creek","HATCHERY",,"1997",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1997-10-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1997-10-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","2","9","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1997-10-01T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","38","33","0","1","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1997-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","17","11","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1997-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","489","419","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1997-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","2","4","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1997-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","924000","Chinook","Fall","Issaquah Creek","HATCHERY",,"1997",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","500","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","1200","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1997-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","303","221","5","8","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1997-10-02T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","246","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","342","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1997-10-05T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","202","140","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","459","0","0","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1997-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","1","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1997-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","124","130","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1997-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","4","28","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"EggTake","","1997-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","0","0","0","550000","Chinook","Fall","Issaquah Creek","HATCHERY",,"1997",,"false",,,"false","false",,,"0","0","0"
"Parent Spawn Event","Lethal","1997-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","138","130","4","4","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1997-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","3","1","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","600","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"Adult Ship","","1997-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","60","60","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1997-10-07T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","63","63","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","500","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1997-10-08T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1997-10-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","10","31","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1997-10-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","106","106","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1997-10-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","0","4","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1997-10-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","335","231","16","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-10-09T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","600","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","661","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1997-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","109","109","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1997-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","10","14","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Ship","","1997-10-14T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","69","68","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1997-10-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","12","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-10-16T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","500","0","0","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1997-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","3","17","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Mortality Event","","1997-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","1","5","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Plant Event","","1997-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","7","12","0","0","0","Chinook","Fall","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Adult Ship","","1997-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","66","64","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
"Trap Estimate","","1997-10-21T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","600","0","0","10","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"false",,,"false","false",,,"0","0","0"
"Adult Surplus Event","","1997-10-28T00:00:00.000","ISSAQUAH HATCHERY","","ISSAQUAH CREEK","","0","10","4","0","0","0","Coho","NA","Issaquah Creek","HATCHERY","28","1997",,"true",,,"false","false",,,"0","0","0"
