"sampleid","grabid","profileid","sample_number","collect_datetime","depth","site_type","area","locator","site","parameter","value","units","qualityid","lab_qualifier","mdl","rdl","textvalue","sampleinfo","stewardnote","replicates","replicateof","method","dateanalyzed","datasource"
"161469",,"69634","L71988-9","2019-04-09T12:28:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.4","deg C","2",,,,,,,,,"KCEL SOP# 245","2019-04-09T00:00:00.000","KCEL"
"162517",,"69882","L72299-7","2019-05-14T10:35:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.1","deg C","2",,,,,,,,,"KCEL SOP# 245","2019-05-14T00:00:00.000","KCEL"
"162505",,"69866","L72299-9","2019-05-14T11:08:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2019-05-14T00:00:00.000","KCEL"
"172508",,"75595","L72442-7","2019-06-11T12:11:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","15.5","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-06-11T00:00:00.000","KCEL"
"172496",,"75586","L72442-9","2019-06-11T13:41:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16.7","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-06-11T00:00:00.000","KCEL"
"180107",,"77301","L72659-7","2019-07-09T12:22:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","14.4","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-07-09T00:00:00.000","KCEL"
"180096",,"77339","L72659-9","2019-07-09T13:26:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-07-09T00:00:00.000","KCEL"
"182694",,"78601","L72752-7","2019-08-13T11:19:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","14.9","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-08-13T00:00:00.000","KCEL"
"182682",,"78577","L72752-9","2019-08-13T11:57:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15.8","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-08-13T00:00:00.000","KCEL"
"183046",,"78689","L72869-7","2019-09-10T09:43:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","14","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-09-10T00:00:00.000","KCEL"
"183088",,"78720","L72869-9","2019-09-10T10:16:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","14.7","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-09-10T00:00:00.000","KCEL"
"185793",,"79072","L73390-7","2019-10-15T12:39:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-10-15T00:00:00.000","KCEL"
"185756",,"79100","L73390-9","2019-10-15T13:47:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.2","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-10-15T00:00:00.000","KCEL"
"186105",,"79189","L73614-7","2019-11-12T12:56:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9.1","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-11-12T00:00:00.000","KCEL"
"186091",,"79155","L73614-9","2019-11-12T13:41:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.4","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-11-12T00:00:00.000","KCEL"
"189278",,"79643","L73750-7","2019-12-17T11:20:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.7","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-12-17T00:00:00.000","KCEL"
"189356",,"79697","L73750-9","2019-12-17T11:54:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5.9","deg C","1",,,,,,,,,"KCEL SOP# 245","2019-12-17T00:00:00.000","KCEL"
"189894",,"79828","L73942-7","2020-01-21T13:15:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.4","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-01-21T00:00:00.000","KCEL"
"189900",,"79796","L73942-9","2020-01-21T14:09:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.4","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-01-21T00:00:00.000","KCEL"
"190356",,"79942","L74047-7","2020-02-11T13:02:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.7","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-02-11T00:00:00.000","KCEL"
"190358",,"79881","L74047-9","2020-02-11T13:51:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.8","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-02-11T00:00:00.000","KCEL"
"190811",,"80077","L74237-7","2020-03-10T12:35:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-03-10T00:00:00.000","KCEL"
"190813",,"80057","L74237-9","2020-03-10T13:33:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.1","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-03-10T00:00:00.000","KCEL"
"191099",,"80148","L74619-7","2020-05-19T11:22:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.1","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-05-19T00:00:00.000","KCEL"
"191101",,"80200","L74619-9","2020-05-19T11:57:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12.3","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-05-19T00:00:00.000","KCEL"
"191435",,"80277","L74760-9","2020-06-08T11:52:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","11.8","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-06-08T00:00:00.000","KCEL"
"191431",,"80294","L74760-7","2020-06-08T12:30:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.7","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-06-08T00:00:00.000","KCEL"
"192110",,"80408","L74988-7","2020-07-13T13:10:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","15.5","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-07-13T00:00:00.000","KCEL"
"192112",,"80439","L74988-9","2020-07-13T14:10:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-07-13T00:00:00.000","KCEL"
"192855",,"80591","L75120-7","2020-08-10T13:04:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","15.8","deg C","2",,,,,,,,,"KCEL SOP# 245","2020-08-10T00:00:00.000","KCEL"
"192863",,"80581","L75120-9","2020-08-10T13:41:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16.6","deg C","2",,,,,,,,,"KCEL SOP# 245","2020-08-10T00:00:00.000","KCEL"
"193424",,"80772","L75212-7","2020-09-30T12:28:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.7","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-09-30T00:00:00.000","KCEL"
"193408",,"80763","L75212-9","2020-09-30T13:02:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.4","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-09-30T00:00:00.000","KCEL"
"193953",,"80869","L75603-7","2020-10-12T13:29:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.4","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-10-12T00:00:00.000","KCEL"
"194006",,"80900","L75603-9","2020-10-12T14:17:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-10-12T00:00:00.000","KCEL"
"195670",,"81113","L75820-9","2020-11-09T11:27:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5.51","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-11-09T00:00:00.000","KCEL"
"195636",,"81103","L75820-7","2020-11-09T12:02:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.71","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-11-09T00:00:00.000","KCEL"
"195740",,"81254","L75995-7","2020-12-15T12:11:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.29","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-12-15T00:00:00.000","KCEL"
"195807",,"81271","L75995-9","2020-12-15T13:20:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.49","deg C","1",,,,,,,,,"KCEL SOP# 245","2020-12-15T00:00:00.000","KCEL"
"196124",,"81355","L76190-7","2021-01-12T11:43:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.23","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-01-12T00:00:00.000","KCEL"
"196122",,"81344","L76190-9","2021-01-12T12:33:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.49","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-01-12T00:00:00.000","KCEL"
"197016",,"81669","L76373-7","2021-02-09T13:14:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.12","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-02-09T00:00:00.000","KCEL"
"197013",,"81666","L76373-9","2021-02-09T13:48:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.17","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-02-09T00:00:00.000","KCEL"
"197426",,"81777","L76510-7","2021-03-09T12:56:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.33","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-03-09T00:00:00.000","KCEL"
"197372",,"81777","L76510-13","2021-03-09T12:59:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.35","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-03-09T00:00:00.000","KCEL"
"197360",,"81761","L76510-9","2021-03-09T13:40:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.47","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-03-09T00:00:00.000","KCEL"
"198126",,"81892","L76684-7","2021-04-13T12:35:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","9","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-04-13T00:00:00.000","KCEL"
"198062",,"81904","L76684-9","2021-04-13T13:51:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.59","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-04-13T00:00:00.000","KCEL"
"198413",,"81970","L76843-7","2021-05-11T10:45:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","11.7","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-05-11T00:00:00.000","KCEL"
"198426",,"81951","L76843-9","2021-05-11T12:19:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-05-11T00:00:00.000","KCEL"
"198409",,"81951","L76843-13","2021-05-11T12:20:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","12","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-05-11T00:00:00.000","KCEL"
"199771",,"82206","L77070-9","2021-06-15T12:07:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.9","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-06-15T00:00:00.000","KCEL"
"199834",,"82171","L77070-7","2021-06-15T12:45:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13.8","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-06-15T00:00:00.000","KCEL"
"200320",,"82330","L77281-7","2021-07-13T12:18:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","17.2","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-07-13T00:00:00.000","KCEL"
"200329",,"82294","L77281-9","2021-07-13T12:59:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","18.1","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-07-13T00:00:00.000","KCEL"
"201215",,"82519","L77429-7","2021-08-24T13:30:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","15.4","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-08-24T00:00:00.000","KCEL"
"201223",,"82495","L77429-9","2021-08-24T14:17:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15.8","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-08-24T00:00:00.000","KCEL"
"201963",,"82650","L77693-7","2021-09-14T12:09:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","13.3","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-09-14T00:00:00.000","KCEL"
"201972",,"82636","L77693-9","2021-09-14T13:02:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.9","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-09-14T00:00:00.000","KCEL"
"202500",,"82811","L77807-7","2021-10-12T12:38:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.69","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-10-12T00:00:00.000","KCEL"
"202514",,"82800","L77807-9","2021-10-12T13:13:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.81","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-10-12T00:00:00.000","KCEL"
"203419",,"83284","L78109-7","2021-11-16T12:09:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.9","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-11-16T00:00:00.000","KCEL"
"203421",,"83322","L78109-9","2021-11-16T12:44:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.1","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-11-16T00:00:00.000","KCEL"
"204364",,"83497","L78210-7","2021-12-14T13:10:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.27","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-12-14T00:00:00.000","KCEL"
"204366",,"83474","L78210-9","2021-12-14T13:49:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","6.36","deg C","1",,,,,,,,,"KCEL SOP# 245","2021-12-14T00:00:00.000","KCEL"
"204741",,"83601","L78368-7","2022-01-11T12:21:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","6.95","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-01-11T00:00:00.000","KCEL"
"204756",,"83659","L78368-9","2022-01-11T13:03:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.18","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-01-11T00:00:00.000","KCEL"
"205243",,"83784","L78496-7","2022-02-15T10:44:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.34","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-02-15T00:00:00.000","KCEL"
"205249",,"83785","L78496-9","2022-02-15T11:12:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.43","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-02-15T00:00:00.000","KCEL"
"205732",,"83893","L78763-7","2022-03-14T13:08:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.14","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-03-14T00:00:00.000","KCEL"
"205754",,"83957","L78763-9","2022-03-14T13:46:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","8.27","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-03-14T00:00:00.000","KCEL"
"206513",,"84075","L78933-7","2022-04-11T12:59:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.37","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-04-11T00:00:00.000","KCEL"
"206561",,"84088","L78933-9","2022-04-11T13:35:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.75","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-04-11T00:00:00.000","KCEL"
"207374",,"84263","L79123-7","2022-05-10T12:46:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","8.96","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-05-10T00:00:00.000","KCEL"
"207398",,"84257","L79123-9","2022-05-10T14:12:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","9.64","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-05-10T00:00:00.000","KCEL"
"207726",,"84352","L79320-7","2022-06-14T12:20:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","10.8","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-06-14T00:00:00.000","KCEL"
"207732",,"84342","L79320-9","2022-06-14T12:40:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","10.9","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-06-14T00:00:00.000","KCEL"
"208282",,"84446","L79573-7","2022-07-12T13:49:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","17.9","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-07-12T00:00:00.000","KCEL"
"208284",,"84479","L79573-9","2022-07-12T14:32:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","18.1","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-07-12T00:00:00.000","KCEL"
"209193",,"84619","L79820-7","2022-08-09T12:31:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","15.6","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-08-09T00:00:00.000","KCEL"
"209197",,"84670","L79820-9","2022-08-09T13:08:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","16.5","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-08-09T00:00:00.000","KCEL"
"209875",,"84807","L79974-9","2022-09-13T12:18:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","15.2","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-09-13T00:00:00.000","KCEL"
"209866",,"84767","L79974-7","2022-09-13T13:24:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","15","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-09-13T00:00:00.000","KCEL"
"210940",,"84976","L80278-7","2022-10-11T11:58:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","12.3","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-10-11T00:00:00.000","KCEL"
"210970",,"84992","L80278-9","2022-10-11T12:42:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","13.1","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-10-11T00:00:00.000","KCEL"
"211356",,"85191","L80396-9","2022-11-07T12:48:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.91","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-11-07T00:00:00.000","KCEL"
"211343",,"85157","L80396-7","2022-11-07T13:32:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.96","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-11-07T00:00:00.000","KCEL"
"212203",,"85405","L80558-9","2022-12-13T13:32:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5.87","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-12-13T00:00:00.000","KCEL"
"212198",,"85394","L80558-7","2022-12-13T13:53:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.83","deg C","1",,,,,,,,,"KCEL SOP# 245","2022-12-13T00:00:00.000","KCEL"
"213094",,"85504","L80781-7","2023-01-10T12:26:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","7.07","deg C","1",,,,,,,,,"KCEL SOP# 245","2023-01-10T00:00:00.000","KCEL"
"213096",,"85577","L80781-9","2023-01-10T13:10:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","7.32","deg C","1",,,,,,,,,"KCEL SOP# 245","2023-01-10T00:00:00.000","KCEL"
"213880",,"85779","L80960-7","2023-02-14T12:59:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.47","deg C","1",,,,,,,,,"KCEL SOP# 245","2023-02-14T00:00:00.000","KCEL"
"213865",,"85779","L80960-13","2023-02-14T13:01:00.000",,"Streams and Rivers","Issaquah","A631","Issaquah Creek upstream of hatchery","Temperature","5.48","deg C","1",,,,,,,,,"KCEL SOP# 245","2023-02-14T00:00:00.000","KCEL"
"213902",,"85747","L80960-9","2023-02-14T13:57:00.000",,"Streams and Rivers","Issaquah","0631","Issaquah Creek at SE 56th St","Temperature","5.53","deg C","1",,,,,,,,,"KCEL SOP# 245","2023-02-14T00:00:00.000","KCEL"
